"PRENOM";"NOM";"EMAIL";"TELEPHONE";"DATE_NAISSANCE";"ADRESSE";"CODE_POSTAL";"VILLE";"DIPLOME";"ANNEES_EXPERIENCE";"POSTE_VISE";"SALAIRE_SOUHAITE";"DATE_CANDIDATURE";"STATUT"
"Hugo";"Brunet";"hugo-brunet@yahoo.fr";"+33 6 30 35 11 41";"1996-11-15";"81 Impasse des Lilas";"78000";"Versailles";"Bac+2 (BTS/DUT)";"3";"Consultant BI";"40973.61";"2025-10-19";"EN_COURS"
"Paul";"Jacquet";"pauljacquet@gmail.com";"+33 6 30 44 88 40";"1993-08-28";"91 Allée des Tilleuls";"69001";"Lyon";"Bac Pro";"4";"Consultant BI";"32771.72";"2025-03-27";"REFUSE"
"Sophie";"Michel";"sophiemichel@gmail.com";"+33 6 79 10 99 87";"1981-11-25";"88 Rue Pierre Curie";"68100";"Mulhouse";"Bac+2 (BTS/DUT)";"12";"DevOps";"73703.71";"2025-11-04";"REFUSE"
"Arthur";"Masson";"arthurmasson@gmail.com";"+33 6 44 17 13 80";"2001-11-03";"90 Rue de Rivoli";"83000";"Toulon";"CAP/BEP";"25";"Scrum Master";"50365.11";"2025-07-26";"ENTRETIEN"
"Marcel";"Barbier";"marcel-barbier@yahoo.fr";"+33 6 72 12 71 42";"1979-04-21";"86 Boulevard Saint-Germain";"84000";"Avignon";"Bac+3 (Licence)";"9";"Product Owner";"81167.53";"2025-05-16";"REFUSE"
"Alice";"Martinez";"alice.martinez@protonmail.com";"+33 6 58 13 16 67";"1988-07-02";"74 Boulevard Haussmann";"68100";"Mulhouse";"CAP/BEP";"13";"Architecte Cloud";"66709.39";"2025-08-26";"EN_COURS"
"Léo";"Bertrand";"leo-bertrand@protonmail.com";"+33 6 16 63 41 53";"1992-11-26";"111 Avenue de la Liberté";"69003";"Lyon";"Bac Pro";"20";"Architecte Cloud";"40686.18";"2025-05-22";"ENTRETIEN"
"Romane";"Lecomte";"romanelecomte@yahoo.fr";"+33 6 84 75 97 18";"1981-05-02";"104 Rue de la République";"93100";"Montreuil";"MBA";"4";"Comptable";"45126.51";"2026-01-04";"EN_COURS"
"Étienne";"Bernard";"etiennebernard@protonmail.com";"+33 6 55 21 24 26";"1985-05-18";"132 Rue Pierre Curie";"51100";"Reims";"CAP/BEP";"22";"Data Engineer";"49858.74";"2025-08-04";"REFUSE"
"Léa";"Thomas";"lea-thomas@yahoo.fr";"+33 6 95 62 10 52";"1980-05-27";"147 Place du Marché";"68100";"Mulhouse";"CAP/BEP";"6";"Consultant BI";"78048.52";"2025-11-26";"EN_COURS"
"Laurence";"Sanchez";"laurence-sanchez@yahoo.fr";"+33 6 36 90 77 28";"1989-07-15";"12 Boulevard Saint-Germain";"13100";"Aix-en-Provence";"MBA";"16";"Ingénieur Machine Learning";"64351.82";"2025-02-16";"REFUSE"
"Juliette";"Aubert";"juliette.aubert@gmail.com";"+33 6 74 82 24 12";"2000-05-20";"11 Rue des Écoles";"93200";"Saint-Denis";"Bac+8 (Doctorat)";"22";"Analyste Données";"29855.06";"2025-09-30";"OFFRE"
"Didier";"Mathieu";"didier.mathieu@gmail.com";"+33 6 95 41 18 88";"2005-04-12";"81 Avenue de la Liberté";"45000";"Orléans";"Bac Pro";"17";"Consultant BI";"46060.2";"2025-05-19";"REFUSE"
"Michel";"Vidal";"michel-vidal@hotmail.fr";"+33 6 26 16 68 73";"1993-01-30";"100 Avenue des Champs-Élysées";"25000";"Besançon";"Bac+3 (Licence)";"11";"Commercial";"51187.38";"2025-04-29";"ENTRETIEN"
"Marcel";"Leclerc";"marcelleclerc@hotmail.fr";"+33 6 16 97 87 66";"1999-07-18";"63 Boulevard Saint-Germain";"37000";"Tours";"CAP/BEP";"16";"Architecte Cloud";"49239.29";"2026-02-01";"ENTRETIEN"
"Sabrina";"Marchand";"sabrinamarchand@yahoo.fr";"+33 6 42 10 76 56";"1998-10-29";"47 Boulevard Gambetta";"64000";"Pau";"Bac+8 (Doctorat)";"2";"Product Owner";"58092.54";"2025-08-13";"EN_COURS"
"Adam";"Clément";"adam-clement@hotmail.fr";"+33 6 75 30 89 86";"1986-08-26";"38 Boulevard Gambetta";"87000";"Limoges";"Bac+3 (Licence)";"9";"Data Engineer";"74620.38";"2026-01-11";"REFUSE"
"Mélanie";"Noel";"melanienoel@hotmail.fr";"+33 6 15 43 31 77";"1982-01-17";"131 Allée des Tilleuls";"57000";"Metz";"Bac Pro";"5";"Architecte Cloud";"73839.84";"2025-09-26";"ENTRETIEN"
"Hélène";"Leclerc";"helene.leclerc@yahoo.fr";"+33 6 87 55 46 25";"1978-03-09";"122 Boulevard Haussmann";"30000";"Nîmes";"Bac+8 (Doctorat)";"13";"Consultant BI";"51044.91";"2025-07-14";"ENTRETIEN"
"Clément";"Lemaître";"clement-lemaitre@outlook.fr";"+33 6 72 64 54 52";"1991-02-23";"68 Rue du Commerce";"13001";"Marseille";"Bac+5 (Master/Ingénieur)";"19";"Product Owner";"56817.11";"2025-02-03";"EN_COURS"
"Rémi";"Maillard";"remi.maillard@yahoo.fr";"+33 6 30 23 79 83";"1995-08-04";"93 Allée des Tilleuls";"69001";"Lyon";"Bac+3 (Licence)";"1";"Architecte Cloud";"65884.88";"2026-01-05";"EMBAUCHE"
"Élodie";"Collet";"elodie.collet@outlook.fr";"+33 6 95 74 81 15";"1987-02-24";"28 Rue de la Gare";"57000";"Metz";"Bac+2 (BTS/DUT)";"15";"Analyste Données";"37885.82";"2025-02-12";"ENTRETIEN"
"Béatrice";"Schmitt";"beatriceschmitt@yahoo.fr";"+33 6 62 58 95 70";"2001-09-06";"116 Impasse des Lilas";"64100";"Bayonne";"Bac+5 (Master/Ingénieur)";"23";"Consultant BI";"45112.36";"2026-02-22";"REFUSE"
"Odette";"Brun";"odette.brun@hotmail.fr";"+33 6 41 93 82 39";"1993-12-13";"67 Allée des Tilleuls";"87000";"Limoges";"CAP/BEP";"18";"Architecte Cloud";"74707.21";"2025-01-22";"EMBAUCHE"
"Colette";"Leroy";"colette-leroy@protonmail.com";"+33 6 90 17 11 64";"2004-08-05";"3 Rue Pasteur";"67000";"Strasbourg";"MBA";"20";"Juriste";"61937.56";"2025-06-07";"EN_COURS"
"Laura";"Guérin";"laura-guerin@protonmail.com";"+33 6 20 51 64 50";"1981-10-05";"122 Rue de la Gare";"66000";"Perpignan";"MBA";"6";"Analyste Données";"74834.72";"2025-11-18";"EN_COURS"
"Alexandra";"Pichon";"alexandrapichon@outlook.fr";"+33 6 43 19 35 70";"2005-06-26";"134 Rue Pasteur";"37000";"Tours";"Bac+2 (BTS/DUT)";"7";"Chargé de Communication";"65538.09";"2026-02-25";"EN_COURS"
"Luc";"Leroy";"lucleroy@gmail.com";"+33 6 29 59 90 17";"1986-11-14";"12 Rue Victor Hugo";"78000";"Versailles";"Bac+8 (Doctorat)";"16";"Consultant BI";"80944.67";"2026-01-08";"EN_COURS"
"Océane";"Blanc";"oceane-blanc@hotmail.fr";"+33 6 12 53 73 48";"1998-08-25";"89 Avenue des Champs-Élysées";"75001";"Paris";"CAP/BEP";"1";"Scrum Master";"30142.89";"2025-01-05";"EMBAUCHE"
"Romain";"Boulanger";"romain-boulanger@outlook.fr";"+33 6 10 98 61 33";"2003-06-07";"32 Rue de la Gare";"69003";"Lyon";"Bac Pro";"0";"Commercial";"49849.31";"2025-10-02";"OFFRE"
"Sylvain";"Richard";"sylvain.richard@protonmail.com";"+33 6 49 30 41 29";"1987-11-20";"106 Rue de la République";"06600";"Antibes";"CAP/BEP";"8";"Architecte Cloud";"50852.08";"2025-06-23";"EN_COURS"
"Catherine";"Delmas";"catherinedelmas@hotmail.fr";"+33 6 97 47 28 92";"1990-06-21";"37 Rue de Rivoli";"54000";"Nancy";"Bac+2 (BTS/DUT)";"5";"Data Engineer";"82652.1";"2025-11-16";"OFFRE"
"Nicole";"Thomas";"nicole-thomas@hotmail.fr";"+33 6 43 97 41 53";"1980-10-01";"39 Rue Nationale";"33000";"Bordeaux";"Bac+8 (Doctorat)";"3";"Responsable RH";"64731.06";"2026-02-05";"REFUSE"
"Benoît";"Richard";"benoit-richard@gmail.com";"+33 6 68 71 49 49";"2002-05-26";"108 Rue Pierre Curie";"93100";"Montreuil";"Bac+8 (Doctorat)";"4";"Data Engineer";"44322.3";"2025-06-16";"REFUSE"
"Estelle";"Caron";"estelle-caron@yahoo.fr";"+33 6 92 20 64 91";"1977-03-17";"58 Rue du Commerce";"68100";"Mulhouse";"CAP/BEP";"3";"Ingénieur Machine Learning";"66560.39";"2025-07-12";"OFFRE"
"Stéphane";"Aubert";"stephane-aubert@gmail.com";"+33 6 95 24 56 52";"1976-09-04";"23 Impasse des Lilas";"75008";"Paris";"Bac+5 (Master/Ingénieur)";"10";"Chargé de Communication";"53949.42";"2025-01-07";"EN_COURS"
"Robert";"Deschamps";"robertdeschamps@outlook.fr";"+33 6 39 68 52 84";"2002-02-27";"44 Boulevard Gambetta";"69001";"Lyon";"CAP/BEP";"13";"Juriste";"32428.79";"2025-03-03";"REFUSE"
"Loïc";"Clément";"loic-clement@yahoo.fr";"+33 6 14 21 63 13";"2001-11-10";"23 Allée des Tilleuls";"29200";"Brest";"Bac Pro";"19";"Juriste";"68701.76";"2025-07-09";"REFUSE"
"Chloé";"Gauthier";"chloe-gauthier@outlook.fr";"+33 6 27 56 40 67";"2005-08-10";"77 Rue de Rivoli";"95100";"Argenteuil";"Bac+2 (BTS/DUT)";"22";"DevOps";"48377.42";"2026-03-01";"OFFRE"
"Corinne";"Guérin";"corinneguerin@gmail.com";"+33 6 11 84 84 50";"1981-02-10";"40 Impasse des Lilas";"54000";"Nancy";"CAP/BEP";"16";"Consultant BI";"74607.99";"2025-11-27";"ENTRETIEN"
"Laetitia";"Hamon";"laetitia.hamon@hotmail.fr";"+33 6 11 74 40 87";"1984-09-30";"36 Allée des Tilleuls";"87000";"Limoges";"MBA";"10";"Data Engineer";"84983.78";"2025-09-14";"EN_COURS"
"Céline";"Roussel";"celine.roussel@protonmail.com";"+33 6 14 32 59 38";"1979-06-05";"107 Rue Lafayette";"45000";"Orléans";"Bac Pro";"7";"Architecte Cloud";"44792.29";"2025-10-31";"OFFRE"
"Jeanne";"Arnaud";"jeanne-arnaud@yahoo.fr";"+33 6 47 56 34 78";"1981-09-14";"40 Rue de la République";"44000";"Nantes";"CAP/BEP";"23";"Analyste Données";"29720.74";"2025-03-03";"ENTRETIEN"
"Audrey";"Nicolas";"audreynicolas@outlook.fr";"+33 6 28 64 73 77";"1999-07-02";"41 Avenue de la Liberté";"76000";"Rouen";"Bac+5 (Master/Ingénieur)";"18";"Scrum Master";"81002.21";"2025-07-12";"ENTRETIEN"
"Georges";"Charpentier";"georges.charpentier@protonmail.com";"+33 6 15 55 25 98";"1995-11-10";"79 Rue du Commerce";"69001";"Lyon";"Bac Pro";"5";"Product Owner";"75343.47";"2025-04-23";"EN_COURS"
"Inès";"Rousseau";"inesrousseau@yahoo.fr";"+33 6 72 31 38 59";"1995-02-04";"97 Rue de Rivoli";"93200";"Saint-Denis";"Bac Pro";"10";"Juriste";"68318.9";"2025-05-28";"REFUSE"
"Paul";"Fleury";"paul-fleury@yahoo.fr";"+33 6 72 56 77 68";"1996-03-14";"105 Rue des Écoles";"45000";"Orléans";"Bac Pro";"0";"Architecte Cloud";"30759.97";"2025-08-23";"ENTRETIEN"
"Gérard";"Mathieu";"gerard-mathieu@outlook.fr";"+33 6 69 19 77 66";"2002-06-01";"10 Rue de la Paix";"75008";"Paris";"MBA";"6";"Développeur Full-Stack";"79281.48";"2025-05-06";"ENTRETIEN"
"Benoît";"Morin";"benoit-morin@gmail.com";"+33 6 91 32 77 60";"1996-04-09";"72 Rue de la Gare";"31000";"Toulouse";"Bac+5 (Master/Ingénieur)";"25";"Chargé de Communication";"59388.26";"2026-02-03";"REFUSE"
"Dominique";"Jacquet";"dominiquejacquet@gmail.com";"+33 6 96 15 28 87";"1983-07-24";"95 Impasse des Lilas";"83000";"Toulon";"Bac+5 (Master/Ingénieur)";"23";"Scrum Master";"38467.4";"2025-09-16";"EN_COURS"
"Christine";"Schmitt";"christine-schmitt@outlook.fr";"+33 6 13 20 81 82";"2000-12-26";"132 Rue des Écoles";"33000";"Bordeaux";"Bac+8 (Doctorat)";"24";"Consultant BI";"34458.58";"2025-12-12";"EN_COURS"
"Stéphane";"Martin";"stephanemartin@hotmail.fr";"+33 6 58 64 78 74";"1993-12-17";"65 Rue des Écoles";"64100";"Bayonne";"Bac+8 (Doctorat)";"18";"Analyste Données";"62758.5";"2025-02-14";"ENTRETIEN"
"Patrick";"Bertrand";"patrick-bertrand@gmail.com";"+33 6 32 45 80 13";"1985-06-05";"117 Rue Lafayette";"44000";"Nantes";"Bac+3 (Licence)";"10";"Chargé de Communication";"57068.87";"2025-07-06";"ENTRETIEN"
"Daniel";"Colin";"danielcolin@hotmail.fr";"+33 6 43 99 41 47";"2000-01-31";"85 Rue de la Paix";"75020";"Paris";"Bac+3 (Licence)";"9";"Développeur Full-Stack";"74482.69";"2025-01-03";"ENTRETIEN"
"Vincent";"Gauthier";"vincent.gauthier@gmail.com";"+33 6 67 39 57 11";"1978-12-11";"99 Rue Pierre Curie";"34000";"Montpellier";"MBA";"18";"Consultant BI";"47549.54";"2025-12-18";"REFUSE"
"Dominique";"Leroy";"dominique-leroy@hotmail.fr";"+33 6 20 56 42 21";"1982-10-03";"35 Rue Jean Moulin";"45000";"Orléans";"CAP/BEP";"5";"Responsable RH";"67172.79";"2025-08-20";"EN_COURS"
"François";"Bonnet";"francoisbonnet@hotmail.fr";"+33 6 21 37 87 84";"1980-09-27";"54 Rue de Rivoli";"44000";"Nantes";"Bac+3 (Licence)";"18";"Comptable";"56777.77";"2025-08-16";"REFUSE"
"Dominique";"Mathieu";"dominique.mathieu@gmail.com";"+33 6 28 69 63 93";"1976-08-22";"116 Rue Émile Zola";"75001";"Paris";"Bac Pro";"13";"DevOps";"28427.42";"2025-08-17";"EMBAUCHE"
"Dominique";"Muller";"dominique.muller@outlook.fr";"+33 6 68 14 73 72";"2001-08-09";"95 Allée des Tilleuls";"59000";"Lille";"Bac Pro";"19";"Consultant BI";"69045.82";"2025-05-07";"EN_COURS"
"Brigitte";"Laurent";"brigittelaurent@protonmail.com";"+33 6 65 96 10 54";"1994-02-28";"52 Boulevard Haussmann";"31000";"Toulouse";"Bac+2 (BTS/DUT)";"20";"Consultant BI";"49495.97";"2025-03-13";"ENTRETIEN"
"Laurence";"Vidal";"laurence-vidal@protonmail.com";"+33 6 60 61 73 49";"1988-11-21";"84 Avenue Jean Jaurès";"17000";"La Rochelle";"Bac+2 (BTS/DUT)";"11";"Ingénieur Machine Learning";"45860.45";"2025-02-02";"OFFRE"
"Emmanuel";"Bertrand";"emmanuel-bertrand@yahoo.fr";"+33 6 74 28 91 50";"1976-05-15";"138 Rue Nationale";"75001";"Paris";"CAP/BEP";"24";"Data Engineer";"32522.48";"2025-06-06";"REFUSE"
"Zoé";"Leclerc";"zoeleclerc@yahoo.fr";"+33 6 11 97 47 64";"1989-08-01";"66 Rue Émile Zola";"33000";"Bordeaux";"Bac+3 (Licence)";"10";"Analyste Données";"65294.81";"2025-03-19";"REFUSE"
"Frédéric";"Delmas";"frederic-delmas@outlook.fr";"+33 6 10 31 82 71";"1977-03-10";"75 Rue Victor Hugo";"06600";"Antibes";"Bac Pro";"0";"Chargé de Communication";"46392.92";"2025-11-01";"ENTRETIEN"
"Julie";"Lambert";"julie.lambert@yahoo.fr";"+33 6 14 22 76 80";"1979-01-25";"102 Boulevard de la Marne";"80000";"Amiens";"Bac+2 (BTS/DUT)";"2";"Développeur Full-Stack";"67007.13";"2025-11-03";"ENTRETIEN"
"Julie";"Robert";"julierobert@outlook.fr";"+33 6 64 64 92 93";"1990-10-20";"94 Chemin du Moulin";"35000";"Rennes";"CAP/BEP";"17";"Data Engineer";"59355.52";"2025-10-24";"REFUSE"
"Romane";"Renaud";"romanerenaud@gmail.com";"+33 6 66 30 20 43";"1982-11-16";"143 Rue des Écoles";"63000";"Clermont-Ferrand";"Bac+3 (Licence)";"20";"Chef de Projet";"59723.87";"2026-02-10";"ENTRETIEN"
"Léo";"Michel";"leomichel@gmail.com";"+33 6 84 41 42 61";"1987-04-01";"61 Avenue des Champs-Élysées";"37000";"Tours";"Bac Pro";"17";"Développeur Full-Stack";"42816.48";"2025-12-06";"EN_COURS"
"Mathieu";"Noel";"mathieu.noel@hotmail.fr";"+33 6 73 99 45 65";"2005-08-04";"21 Rue Victor Hugo";"75015";"Paris";"Bac+2 (BTS/DUT)";"2";"Architecte Cloud";"52803.07";"2025-08-01";"EN_COURS"
"François";"Thomas";"francois-thomas@protonmail.com";"+33 6 79 57 53 68";"1978-12-23";"50 Boulevard de la Marne";"93200";"Saint-Denis";"Bac Pro";"21";"Commercial";"78040.52";"2025-04-25";"REFUSE"
"Christophe";"Faure";"christophe.faure@gmail.com";"+33 6 46 72 61 59";"1980-02-02";"71 Rue des Écoles";"63000";"Clermont-Ferrand";"Bac+5 (Master/Ingénieur)";"13";"Data Engineer";"75214.62";"2025-11-11";"EN_COURS"
"Maxime";"Perrin";"maximeperrin@outlook.fr";"+33 6 66 93 23 68";"1976-06-16";"3 Place de la Bastille";"67000";"Strasbourg";"Bac+3 (Licence)";"21";"Responsable RH";"33612.91";"2026-01-28";"REFUSE"
"Jérôme";"Renard";"jerome.renard@yahoo.fr";"+33 6 82 34 19 91";"2006-02-05";"106 Chemin du Moulin";"06400";"Cannes";"Bac+2 (BTS/DUT)";"15";"Chef de Projet";"47427.66";"2025-06-26";"REFUSE"
"Martine";"Barbier";"martine-barbier@hotmail.fr";"+33 6 30 24 64 58";"1993-04-05";"21 Avenue de Verdun";"75020";"Paris";"Bac+8 (Doctorat)";"5";"Architecte Cloud";"60135.23";"2025-04-11";"EMBAUCHE"
"Laurence";"Brunet";"laurence-brunet@protonmail.com";"+33 6 27 78 96 13";"1983-09-17";"50 Rue Pasteur";"54000";"Nancy";"Bac+3 (Licence)";"10";"Product Owner";"47827.87";"2026-02-22";"ENTRETIEN"
"Mathilde";"Maillard";"mathilde.maillard@protonmail.com";"+33 6 73 95 50 12";"2001-06-22";"142 Rue Pierre Curie";"83000";"Toulon";"Bac+2 (BTS/DUT)";"24";"Comptable";"30622.16";"2025-03-28";"ENTRETIEN"
"Guillaume";"Guérin";"guillaume-guerin@hotmail.fr";"+33 6 99 70 60 18";"1977-12-27";"93 Rue de Rivoli";"75015";"Paris";"MBA";"15";"Consultant BI";"38804.02";"2025-09-13";"REFUSE"
"Julie";"Morin";"julie-morin@yahoo.fr";"+33 6 71 81 97 17";"2000-11-19";"45 Rue du Commerce";"38000";"Grenoble";"MBA";"21";"Développeur Full-Stack";"55940.94";"2025-10-01";"ENTRETIEN"
"Arthur";"Vidal";"arthur.vidal@protonmail.com";"+33 6 83 72 80 44";"1986-02-23";"29 Chemin du Moulin";"54000";"Nancy";"CAP/BEP";"12";"Responsable RH";"50782.68";"2025-06-15";"OFFRE"
"Vincent";"Roussel";"vincent-roussel@yahoo.fr";"+33 6 12 38 32 35";"2000-09-06";"68 Impasse des Lilas";"06000";"Nice";"Bac Pro";"20";"Responsable RH";"69566.48";"2025-02-27";"REFUSE"
"Cédric";"Rousseau";"cedricrousseau@outlook.fr";"+33 6 52 74 82 23";"1990-01-29";"98 Avenue Jean Jaurès";"54000";"Nancy";"Bac+5 (Master/Ingénieur)";"10";"Responsable RH";"66718.36";"2025-03-19";"REFUSE"
"Charles";"Caron";"charles.caron@outlook.fr";"+33 6 43 24 65 74";"1979-11-26";"69 Boulevard Saint-Germain";"67000";"Strasbourg";"Bac+5 (Master/Ingénieur)";"3";"Scrum Master";"77830.28";"2025-01-10";"EN_COURS"
"Pierre";"Robin";"pierre-robin@gmail.com";"+33 6 73 11 77 73";"1988-05-03";"69 Rue de la Paix";"31000";"Toulouse";"Bac Pro";"4";"Scrum Master";"40254.9";"2026-03-01";"EN_COURS"
"André";"Carlier";"andre.carlier@protonmail.com";"+33 6 70 37 39 76";"1991-10-11";"143 Rue Jean Moulin";"06000";"Nice";"Bac Pro";"5";"Chargé de Communication";"46063.34";"2025-01-13";"REFUSE"
"Anaïs";"Morel";"anaismorel@gmail.com";"+33 6 31 55 72 19";"1990-01-28";"126 Rue de la République";"37000";"Tours";"CAP/BEP";"3";"Ingénieur Machine Learning";"46740.63";"2026-02-11";"ENTRETIEN"
"Mathilde";"Hamon";"mathildehamon@hotmail.fr";"+33 6 86 15 38 60";"2000-12-30";"72 Rue de la République";"25000";"Besançon";"Bac Pro";"23";"DevOps";"58535.55";"2025-03-23";"REFUSE"
"David";"Boyer";"david.boyer@protonmail.com";"+33 6 85 53 66 23";"1984-11-14";"54 Rue de la Paix";"76000";"Rouen";"Bac+2 (BTS/DUT)";"22";"Chef de Projet";"29606.28";"2025-07-08";"ENTRETIEN"
"Valérie";"Morin";"valeriemorin@protonmail.com";"+33 6 61 80 84 97";"1984-06-17";"134 Rue de Rivoli";"83000";"Toulon";"CAP/BEP";"17";"Ingénieur Machine Learning";"46086.77";"2025-11-26";"ENTRETIEN"
"Thomas";"Jacquet";"thomasjacquet@gmail.com";"+33 6 93 41 95 89";"2005-05-29";"34 Rue Pierre Curie";"06600";"Antibes";"MBA";"2";"Architecte Cloud";"68261.81";"2025-05-03";"REFUSE"
"Jean";"Aubert";"jeanaubert@outlook.fr";"+33 6 62 22 58 99";"1997-12-07";"129 Rue Pasteur";"06000";"Nice";"Bac Pro";"9";"Ingénieur Machine Learning";"41280.48";"2025-02-14";"EMBAUCHE"
"Hervé";"Colin";"herve.colin@outlook.fr";"+33 6 47 76 24 62";"2001-12-11";"49 Rue de la République";"13001";"Marseille";"Bac+8 (Doctorat)";"5";"Scrum Master";"59310.99";"2026-02-22";"REFUSE"
"Marine";"Adam";"marine.adam@gmail.com";"+33 6 57 79 87 62";"1985-01-11";"146 Rue du Commerce";"69001";"Lyon";"Bac+5 (Master/Ingénieur)";"5";"Comptable";"52672.37";"2025-05-03";"REFUSE"
"Julien";"Hubert";"julien-hubert@hotmail.fr";"+33 6 88 77 15 36";"2000-01-02";"114 Place du Marché";"93200";"Saint-Denis";"MBA";"6";"Product Owner";"70474.54";"2025-10-17";"REFUSE"
"Thérèse";"André";"therese.andre@protonmail.com";"+33 6 83 18 36 68";"1993-08-01";"41 Rue des Écoles";"13001";"Marseille";"MBA";"6";"Juriste";"61436.21";"2025-12-16";"EN_COURS"
"Odette";"Hubert";"odette-hubert@hotmail.fr";"+33 6 37 53 15 97";"1982-04-20";"34 Chemin du Moulin";"34000";"Montpellier";"MBA";"0";"Chargé de Communication";"68790.93";"2025-09-10";"REFUSE"
"Michel";"Lefebvre";"michel.lefebvre@protonmail.com";"+33 6 43 83 96 13";"1986-03-13";"131 Boulevard Gambetta";"42000";"Saint-Étienne";"Bac+3 (Licence)";"8";"Data Engineer";"77512.85";"2025-04-20";"OFFRE"
"Nathan";"Nguyen";"nathan.nguyen@hotmail.fr";"+33 6 13 70 96 97";"2003-05-24";"5 Rue du Faubourg Saint-Honoré";"93200";"Saint-Denis";"Bac+5 (Master/Ingénieur)";"22";"Ingénieur Machine Learning";"40724.2";"2025-05-22";"REFUSE"
"Georges";"André";"georges.andre@outlook.fr";"+33 6 76 83 57 78";"2005-10-05";"7 Allée des Tilleuls";"95100";"Argenteuil";"Bac+2 (BTS/DUT)";"11";"Commercial";"79766.37";"2025-08-26";"REFUSE"
"Nicole";"Bertrand";"nicole-bertrand@gmail.com";"+33 6 78 63 71 41";"1987-10-29";"62 Impasse des Lilas";"42000";"Saint-Étienne";"Bac Pro";"19";"Analyste Données";"31636.19";"2025-07-10";"EN_COURS"
"Sabrina";"Brun";"sabrinabrun@outlook.fr";"+33 6 17 27 83 91";"2004-05-06";"101 Chemin du Moulin";"13001";"Marseille";"MBA";"12";"Architecte Cloud";"78556.92";"2025-07-05";"EN_COURS"
"Audrey";"Renard";"audrey.renard@outlook.fr";"+33 6 95 46 36 97";"1986-11-30";"108 Rue Lafayette";"63000";"Clermont-Ferrand";"Bac+8 (Doctorat)";"19";"Scrum Master";"65456.05";"2025-12-03";"EN_COURS"
"Jacqueline";"Boulanger";"jacqueline.boulanger@gmail.com";"+33 6 40 55 12 44";"1989-01-18";"13 Chemin du Moulin";"66000";"Perpignan";"MBA";"3";"Architecte Cloud";"67410.25";"2025-08-18";"REFUSE"
"Odette";"Robert";"odette-robert@protonmail.com";"+33 6 14 41 14 68";"1989-12-30";"129 Avenue Jean Jaurès";"78000";"Versailles";"Bac+8 (Doctorat)";"19";"Comptable";"72605.03";"2025-04-14";"REFUSE"
"Laura";"Bertrand";"laurabertrand@outlook.fr";"+33 6 89 25 87 43";"1977-10-06";"125 Rue Jean Moulin";"21000";"Dijon";"Bac+8 (Doctorat)";"7";"Comptable";"83213.91";"2025-04-22";"REFUSE"
"Anne";"André";"anne-andre@outlook.fr";"+33 6 38 14 65 25";"1978-12-30";"114 Chemin du Moulin";"59000";"Lille";"MBA";"21";"Juriste";"54619.79";"2025-02-01";"ENTRETIEN"
"Mathilde";"Noel";"mathildenoel@gmail.com";"+33 6 20 80 69 96";"2003-04-04";"99 Impasse des Lilas";"13100";"Aix-en-Provence";"Bac Pro";"18";"Chef de Projet";"43217.75";"2025-02-14";"EN_COURS"
"Yvette";"Deschamps";"yvette-deschamps@outlook.fr";"+33 6 26 67 45 26";"2004-08-30";"114 Rue Jean Moulin";"93100";"Montreuil";"MBA";"24";"Scrum Master";"79402.45";"2025-04-02";"OFFRE"
"Charles";"Hubert";"charles.hubert@gmail.com";"+33 6 66 53 61 49";"1981-03-26";"113 Place du Marché";"13100";"Aix-en-Provence";"MBA";"3";"Analyste Données";"75163.15";"2025-07-31";"EN_COURS"
"Adam";"Simon";"adam-simon@hotmail.fr";"+33 6 86 11 74 75";"1978-02-06";"4 Avenue des Champs-Élysées";"87000";"Limoges";"MBA";"4";"Architecte Cloud";"34140.89";"2025-09-28";"OFFRE"
"Yannick";"Garcia";"yannick.garcia@hotmail.fr";"+33 6 31 51 41 40";"1994-06-19";"18 Boulevard de la Marne";"76600";"Le Havre";"MBA";"24";"Data Engineer";"82658.22";"2025-03-29";"EN_COURS"
"Éric";"Lemaître";"eric.lemaitre@outlook.fr";"+33 6 62 13 90 83";"1999-12-17";"136 Boulevard de la Marne";"06000";"Nice";"Bac Pro";"6";"Ingénieur Machine Learning";"28099.64";"2025-11-02";"REFUSE"
"Léa";"Nguyen";"lea.nguyen@outlook.fr";"+33 6 29 82 35 38";"1976-05-23";"4 Rue de Rivoli";"75020";"Paris";"MBA";"6";"Consultant BI";"58939.76";"2025-06-15";"EN_COURS"
"Henri";"Bernard";"henri-bernard@gmail.com";"+33 6 27 26 44 22";"1984-07-18";"136 Boulevard Voltaire";"83000";"Toulon";"Bac+2 (BTS/DUT)";"0";"DevOps";"43324.53";"2025-10-31";"REFUSE"
"Emmanuel";"Brunet";"emmanuelbrunet@hotmail.fr";"+33 6 13 91 31 85";"2005-07-10";"45 Avenue de la Liberté";"06600";"Antibes";"Bac+8 (Doctorat)";"18";"Juriste";"62589.36";"2025-01-12";"REFUSE"
"Marguerite";"Richard";"marguerite.richard@protonmail.com";"+33 6 12 91 31 65";"1978-05-05";"118 Rue des Écoles";"31000";"Toulouse";"Bac+3 (Licence)";"21";"Product Owner";"55990.89";"2026-01-12";"REFUSE"
"Joël";"Leclercq";"joelleclercq@outlook.fr";"+33 6 72 47 50 38";"1986-04-24";"14 Boulevard Haussmann";"42000";"Saint-Étienne";"CAP/BEP";"5";"DevOps";"58918.36";"2026-01-21";"OFFRE"
