"PRENOM";"NOM";"EMAIL_PRO";"TELEPHONE_PRO";"TELEPHONE_PERSO";"DATE_NAISSANCE";"LIEU_NAISSANCE";"GENRE";"NATIONALITE";"NIR";"NUMERO_PASSEPORT";"PERMIS_CONDUIRE";"ADRESSE";"CODE_POSTAL";"VILLE";"IBAN";"POSTE";"DEPARTEMENT";"DATE_EMBAUCHE";"TYPE_CONTRAT";"MANAGER_ID";"ACTIF"
"Raphaël";"Martinez";"raphael-martinez@voltaire-analytics.fr";"+33 4 57 96 67 97";"+33 6 71 73 66 37";"1992-12-23";"Cannes";"M";"Française";"192121739881970";"52RP52293";"1644698131";"77 Chemin du Moulin";"75001";"Paris";"FR7694810873709348387065521";"DSI";"Informatique";"2020-04-10";"Alternance";"5";"True"
"Xavier";"Thomas";"xavier-thomas@voltaire-analytics.fr";"+33 1 94 83 86 14";"+33 6 71 43 60 60";"1964-06-02";"La Rochelle";"M";"Française";"164065361978286";"73VI72202";"2925116677";"44 Rue Lafayette";"69003";"Lyon";"FR7640181582676750981911274";"Ingénieur R&D";"Recherche & Développement";"2023-10-11";"Stage";"4";"True"
"Jules";"Charpentier";"jules-charpentier@voltaire-analytics.fr";"+33 2 56 51 78 67";"+33 6 58 72 36 50";"1971-07-06";"Paris";"M";"Française";"171076199357474";"21XB96663";"7339504008";"58 Impasse des Lilas";"78000";"Versailles";"FR7688038489987361573381359";"Architecte Cloud";"Informatique";"2019-08-28";"CDD";"5";"True"
"Virginie";"Caron";"virginiecaron@voltaire-analytics.fr";"+33 5 36 94 61 95";"+33 6 40 23 83 60";"1996-04-29";"Tours";"F";"Française";"296044340471582";"48IH86034";"1463412501";"87 Boulevard Voltaire";"93100";"Montreuil";"FR7662546385351428997304217";"Technicien Laboratoire";"Recherche & Développement";"2017-04-02";"CDI";"46";"False"
"Nathan";"Carlier";"nathan.carlier@voltaire-analytics.fr";"+33 4 43 17 67 75";"+33 6 69 92 17 48";"1966-07-30";"Perpignan";"M";"Française";"166071409321046";"93LY35612";"9889929883";"107 Rue Nationale";"54000";"Nancy";"FR7630983732729985893463430";"Technicien Qualité";"Qualité";"2021-07-06";"CDD";"26";"True"
"Gabriel";"Lopez";"gabriel-lopez@voltaire-analytics.fr";"+33 5 85 84 14 70";"+33 6 21 33 98 85";"1977-01-29";"Villeurbanne";"M";"Française";"177017878461621";"22KJ81970";"3390238400";"33 Avenue Foch";"75020";"Paris";"FR7642412384282642986047837";"Trésorier";"Finance";"2020-09-17";"CDI";"31";"True"
"François";"Garnier";"francois-garnier@voltaire-analytics.fr";"+33 5 78 46 19 56";"+33 6 73 71 20 98";"1998-02-24";"Antibes";"M";"Française";"198027807053938";"44FW91972";"9272815581";"91 Avenue de Verdun";"06400";"Cannes";"FR7664221211376786575604695";"Rédacteur";"Communication";"2018-10-08";"CDI";"11";"True"
"Nicole";"Leclerc";"nicoleleclerc@voltaire-analytics.fr";"+33 3 81 72 95 13";"+33 6 65 34 10 95";"1997-06-08";"Bayonne";"F";"Française";"297061956179792";"32TH40872";"5534112148";"135 Rue de la Gare";"37000";"Tours";"FR7675254236143960852868254";"Ingénieur Méthodes";"Qualité";"2018-05-15";"CDI";"11";"True"
"Laurence";"Boyer";"laurence-boyer@voltaire-analytics.fr";"+33 3 51 14 68 97";"+33 6 29 76 41 23";"1970-03-19";"Paris";"F";"Française";"270031656497219";"55XV16459";"7718240588";"81 Boulevard Voltaire";"87000";"Limoges";"FR7650697559561322194590996";"Directeur Commercial";"Commercial";"2022-04-18";"CDI";"34";"True"
"Audrey";"Maillard";"audrey-maillard@voltaire-analytics.fr";"+33 3 42 73 65 20";"+33 6 85 37 67 78";"1967-10-31";"Bayonne";"F";"Marocaine";"267109456297869";"64MG60344";"9159606406";"85 Rue de la République";"64000";"Pau";"FR7638738406667203742616345";"Coordinateur";"Service Client";"2025-12-03";"CDI";"31";"True"
"Serge";"Girard";"sergegirard@voltaire-analytics.fr";"+33 1 88 19 54 10";"+33 6 33 37 72 47";"1994-12-13";"Rouen";"M";"Française";"194128251125151";"46KB52353";"3129344789";"3 Avenue Jean Jaurès";"76600";"Le Havre";"FR7693020105117550898214426";"Ingénieur Méthodes";"Qualité";"2015-04-19";"CDI";"42";"True"
"Henri";"Dumont";"henridumont@voltaire-analytics.fr";"+33 4 67 40 62 58";"+33 6 12 83 78 50";"1978-03-07";"Lyon";"M";"Française";"178037857109627";"66YJ73529";"3975241046";"53 Rue de la Gare";"30000";"Nîmes";"FR7667831946128099030999554";"Gestionnaire Stock";"Logistique";"2024-01-16";"CDI";"48";"True"
"Zoé";"Garcia";"zoe.garcia@voltaire-analytics.fr";"+33 1 90 88 78 42";"+33 6 43 43 86 59";"2001-04-30";"Brest";"F";"Belge";"201043286557970";"50FK72769";"4290106447";"72 Rue de la République";"87000";"Limoges";"FR7667486939131926772742028";"Aide-Comptable";"Comptabilité";"2020-10-11";"CDI";"24";"True"
"Ludovic";"Jacquet";"ludovicjacquet@voltaire-analytics.fr";"+33 5 70 52 57 73";"+33 6 85 95 78 38";"1998-07-14";"Cannes";"M";"Française";"198072483460923";"15UY13731";"1764305729";"82 Rue Lafayette";"75001";"Paris";"FR7655964248514194661166758";"Commercial Terrain";"Commercial";"2018-03-10";"CDI";"47";"True"
"Mireille";"Lefèvre";"mireille-lefevre@voltaire-analytics.fr";"+33 4 26 94 70 23";"+33 6 27 34 88 39";"1993-02-22";"Paris";"F";"Française";"293025334524335";"35LZ35526";"5789239575";"139 Rue de la Paix";"14000";"Caen";"FR7684753618987939134072233";"Responsable SAV";"Service Client";"2021-08-31";"CDI";"1";"True"
"Pauline";"Colin";"paulinecolin@voltaire-analytics.fr";"+33 5 28 99 70 34";"+33 6 69 64 41 16";"1977-11-06";"Limoges";"F";"Française";"277115922559572";"92QX42408";"6574562196";"146 Rue Pasteur";"75008";"Paris";"FR7696159846307870130179674";"Technicien Qualité";"Qualité";"2025-06-06";"CDI";"1";"True"
"Corinne";"Lopez";"corinnelopez@voltaire-analytics.fr";"+33 1 66 27 86 61";"+33 6 30 88 13 97";"2000-07-23";"Paris";"F";"Française";"200075762723787";"33WE63052";"5534782697";"41 Rue Nationale";"25000";"Besançon";"FR7647964605691102049191652";"Technicien";"Production";"2022-07-10";"CDI";"23";"True"
"Lina";"Perrin";"lina.perrin@voltaire-analytics.fr";"+33 5 80 66 31 45";"+33 6 91 50 80 21";"1972-01-28";"Caen";"F";"Française";"272017147268791";"14QV75642";"4811198897";"81 Rue Victor Hugo";"21000";"Dijon";"FR7636277821701346352132056";"Auditeur Interne";"Comptabilité";"2018-10-19";"CDI";"31";"True"
"Catherine";"Hamon";"catherine-hamon@voltaire-analytics.fr";"+33 1 54 20 34 15";"+33 6 62 87 63 67";"1996-01-28";"Marseille";"F";"Française";"296011754811028";"50MR41762";"8085481080";"124 Boulevard de la Marne";"34000";"Montpellier";"FR7678248537257109330946882";"Attaché de Presse";"Communication";"2016-04-02";"CDI";"47";"True"
"Benoît";"Michel";"benoit-michel@voltaire-analytics.fr";"+33 2 10 64 98 34";"+33 6 82 14 77 57";"1980-06-02";"Bordeaux";"M";"Portugaise";"180060541857347";"43VQ36763";"6496552061";"114 Boulevard Saint-Germain";"29200";"Brest";"FR7636076802196752965150753";"Technicien Laboratoire";"Recherche & Développement";"2015-07-08";"Alternance";"31";"True"
"Lucie";"Dumont";"lucie-dumont@voltaire-analytics.fr";"+33 2 51 47 22 10";"+33 6 50 91 95 66";"1982-08-18";"Avignon";"F";"Française";"282081736301371";"47BF53019";"9899455009";"129 Rue des Écoles";"06600";"Antibes";"FR7618479133808571246798350";"Technicien Qualité";"Qualité";"2020-12-05";"CDI";"14";"True"
"Pauline";"Dufour";"pauline.dufour@voltaire-analytics.fr";"+33 1 77 12 29 46";"+33 6 24 12 46 20";"1987-08-20";"Paris";"F";"Française";"287086075397370";"48SH25327";"6173581470";"31 Rue du Commerce";"25000";"Besançon";"FR7699198250185331899947691";"Business Developer";"Commercial";"2025-11-13";"CDI";"15";"True"
"Lina";"Lacroix";"linalacroix@voltaire-analytics.fr";"+33 3 15 15 15 49";"+33 6 52 80 48 14";"1975-06-26";"Rouen";"F";"Française";"275067614213460";"90PA63233";"8316230686";"79 Rue de la Gare";"83000";"Toulon";"FR7641718535209777665365754";"Responsable SAV";"Service Client";"2025-04-27";"CDI";"42";"True"
"Dominique";"Deschamps";"dominique.deschamps@voltaire-analytics.fr";"+33 2 48 56 51 75";"+33 6 22 72 14 77";"1971-07-02";"Lille";"F";"Française";"271073135806721";"47UV34114";"4355658689";"105 Boulevard Voltaire";"93100";"Montreuil";"FR7642477979741690402492715";"Responsable SAV";"Service Client";"2017-11-30";"CDI";"38";"True"
"Henri";"Caron";"henricaron@voltaire-analytics.fr";"+33 5 79 63 73 90";"+33 6 31 50 23 48";"2003-10-07";"Poitiers";"M";"Française";"103107438611346";"66BS85962";"7485131243";"128 Rue Émile Zola";"13001";"Marseille";"FR7611823873302529416616538";"Directeur Communication";"Communication";"2017-07-30";"Alternance";"35";"True"
"Ludovic";"Lefebvre";"ludovic-lefebvre@voltaire-analytics.fr";"+33 1 22 58 42 51";"+33 6 43 62 59 29";"1987-08-22";"Tours";"M";"Française";"187083011515929";"54HN24156";"2684050456";"129 Avenue de la Liberté";"14000";"Caen";"FR7661729325729111638115655";"Graphiste";"Communication";"2023-11-18";"CDD";"38";"False"
"Catherine";"Gaillard";"catherine.gaillard@voltaire-analytics.fr";"+33 5 92 74 88 67";"+33 6 25 69 39 93";"1994-05-02";"Marseille";"F";"Française";"294054479350855";"22NB46404";"3274198771";"65 Avenue de la Liberté";"51100";"Reims";"FR7621477647081572505593043";"DSI";"Informatique";"2019-02-24";"CDI";"17";"True"
"Rémi";"Nguyen";"reminguyen@voltaire-analytics.fr";"+33 5 46 57 42 21";"+33 6 94 96 83 24";"1966-10-04";"Lille";"M";"Française";"166109483847554";"81BI87979";"7491387316";"6 Rue de la Gare";"31000";"Toulouse";"FR7634818817723924002739566";"Auditeur Interne";"Comptabilité";"2025-06-09";"CDI";"11";"True"
"Océane";"Martin";"oceanemartin@voltaire-analytics.fr";"+33 4 46 94 96 25";"+33 6 49 65 43 44";"2004-01-27";"Nantes";"F";"Française";"204015671112731";"34LG47016";"2964618225";"99 Boulevard Haussmann";"21000";"Dijon";"FR7683005358816989184754829";"Directeur des Achats";"Achats";"2017-05-01";"CDI";"8";"True"
"Pierre";"Charpentier";"pierrecharpentier@voltaire-analytics.fr";"+33 3 44 26 90 56";"+33 6 28 71 53 10";"1987-09-23";"Clermont-Ferrand";"M";"Française";"187097051665420";"17QI94833";"7738843890";"41 Rue Pasteur";"37000";"Tours";"FR7619413298303745038840036";"DSI";"Informatique";"2022-10-06";"CDI";"43";"True"
"Laurent";"Fournier";"laurent-fournier@voltaire-analytics.fr";"+33 4 30 67 41 41";"+33 6 29 62 26 67";"1984-03-01";"Cannes";"M";"Française";"184035545029995";"65TK76402";"7530740189";"75 Rue Victor Hugo";"93100";"Montreuil";"FR7660436804417429364795591";"Coordinateur";"Service Client";"2023-06-10";"CDI";"44";"True"
"Alexandra";"Philippe";"alexandra.philippe@voltaire-analytics.fr";"+33 1 35 63 72 54";"+33 6 91 73 30 61";"1985-11-19";"Perpignan";"F";"Française";"285113472783590";"87AV53297";"3977836606";"129 Avenue Victor Hugo";"37000";"Tours";"FR7634474141611941194683460";"Chargé de Recrutement";"Ressources Humaines";"2024-10-21";"CDI";"29";"True"
"Nathalie";"Lambert";"nathalielambert@voltaire-analytics.fr";"+33 5 38 34 35 23";"+33 6 93 50 95 22";"1981-04-02";"Paris";"F";"Française";"281041440841336";"45RA30646";"4181030482";"15 Boulevard de la Marne";"45000";"Orléans";"FR7625628882487967330973277";"Approvisionneur";"Achats";"2025-09-16";"CDI";"8";"True"
"Franck";"Barbier";"franckbarbier@voltaire-analytics.fr";"+33 1 56 72 41 43";"+33 6 21 50 84 20";"2003-04-05";"Poitiers";"M";"Française";"103044979443789";"11QN34032";"4073762805";"75 Boulevard Voltaire";"75020";"Paris";"FR7614964285004927125484073";"Responsable Entrepôt";"Logistique";"2016-08-15";"Alternance";"22";"True"
"Dominique";"Adam";"dominique.adam@voltaire-analytics.fr";"+33 2 53 15 63 26";"+33 6 18 17 77 47";"2002-09-26";"Marseille";"M";"Française";"102094288849254";"88SP95407";"1276216952";"135 Boulevard Haussmann";"17000";"La Rochelle";"FR7614871839689589433030071";"Chercheur";"Recherche & Développement";"2017-01-23";"Alternance";"28";"True"
"Isabelle";"Aubert";"isabelle.aubert@voltaire-analytics.fr";"+33 4 80 21 60 81";"+33 6 96 30 24 47";"2002-05-05";"Tours";"F";"Française";"202052948320125";"16QV69425";"2057072423";"5 Avenue Victor Hugo";"14000";"Caen";"FR7691149113123127748284213";"Directeur Communication";"Communication";"2018-10-29";"CDD";"48";"True"
"Arnaud";"Martin";"arnaudmartin@voltaire-analytics.fr";"+33 2 93 46 73 46";"+33 6 75 51 93 67";"1976-03-31";"Besançon";"M";"Française";"176039254886457";"77TF18272";"3938225697";"137 Rue du Faubourg Saint-Honoré";"59000";"Lille";"FR7653276328219226011761636";"Contrôleur de Gestion";"Finance";"2021-06-12";"CDI";"44";"True"
"Catherine";"Garcia";"catherine-garcia@voltaire-analytics.fr";"+33 5 95 96 41 80";"+33 6 97 47 72 57";"1991-02-21";"Rennes";"F";"Française";"291028308851964";"78MZ50800";"5655007487";"14 Avenue des Champs-Élysées";"45000";"Orléans";"FR7672331924673394010126544";"Ingénieur Méthodes";"Qualité";"2017-06-06";"CDI";"39";"True"
"Lucienne";"Fleury";"luciennefleury@voltaire-analytics.fr";"+33 3 92 12 45 53";"+33 6 79 41 79 73";"1988-01-14";"Paris";"F";"Française";"288010289676017";"73XO14108";"8819095203";"114 Avenue de Verdun";"69003";"Lyon";"FR7628980224501214887579546";"Comptable";"Comptabilité";"2017-08-26";"CDI";"49";"True"
"Élodie";"Dubois";"elodie.dubois@voltaire-analytics.fr";"+33 1 20 49 61 13";"+33 6 21 89 96 35";"1994-11-10";"Grenoble";"F";"Française";"294112400887017";"65FF60229";"1644740151";"71 Rue de Rivoli";"69100";"Villeurbanne";"FR7660636622464103850703724";"Directeur Marketing";"Marketing";"2018-04-14";"CDI";"36";"False"
"François";"Marchand";"francois.marchand@voltaire-analytics.fr";"+33 4 25 87 84 47";"+33 6 50 69 42 15";"1989-03-22";"Pau";"M";"Française";"189031561968236";"91SL13780";"8022348499";"3 Rue de la Paix";"17000";"La Rochelle";"FR7653609641417344247900339";"Chercheur";"Recherche & Développement";"2016-10-06";"CDD";"15";"True"
"Louise";"Legrand";"louise-legrand@voltaire-analytics.fr";"+33 2 43 24 40 93";"+33 6 13 29 33 77";"1969-01-31";"Pau";"F";"Française";"269014949110172";"16MN52799";"6413641002";"149 Boulevard Saint-Germain";"76600";"Le Havre";"FR7635332580157392466448566";"DPO";"Juridique";"2015-11-29";"CDI";"38";"True"
"Geneviève";"Mercier";"genevieve.mercier@voltaire-analytics.fr";"+33 2 73 97 89 89";"+33 6 73 98 96 54";"1996-11-25";"Clermont-Ferrand";"F";"Française";"296111632454006";"69QT78695";"8629351866";"142 Boulevard de la Marne";"06400";"Cannes";"FR7642672229285340446617924";"DRH";"Ressources Humaines";"2017-11-23";"CDI";"17";"True"
"Lucienne";"Nicolas";"lucienne-nicolas@voltaire-analytics.fr";"+33 4 37 19 96 36";"+33 6 66 19 70 43";"2000-01-29";"Mulhouse";"F";"Française";"200010169942033";"61TK50667";"5018976618";"122 Place du Marché";"49000";"Angers";"FR7610644351731109163601925";"Directeur R&D";"Recherche & Développement";"2025-06-19";"CDI";"6";"True"
"Philippe";"Garcia";"philippe.garcia@voltaire-analytics.fr";"+33 2 67 37 78 38";"+33 6 21 95 76 90";"1967-01-26";"Saint-Denis";"M";"Française";"167011246616760";"13HK71620";"8573867615";"67 Rue de la Paix";"29200";"Brest";"FR7614017183422103693374895";"Technicien Qualité";"Qualité";"2018-04-05";"Alternance";"50";"True"
"Amélie";"Fournier";"amelie-fournier@voltaire-analytics.fr";"+33 1 25 63 45 36";"+33 6 44 98 32 48";"1974-08-01";"La Rochelle";"F";"Française";"274080985712605";"42PK48226";"9476396776";"71 Rue Pierre Curie";"06000";"Nice";"FR7679228291174060992917817";"Technicien Laboratoire";"Recherche & Développement";"2025-01-12";"Stage";"19";"True"
"Dominique";"Vidal";"dominique-vidal@voltaire-analytics.fr";"+33 4 17 38 76 86";"+33 6 54 22 90 99";"1989-01-24";"Argenteuil";"M";"Française";"189012024428669";"98NM51759";"2820843047";"109 Place de la Bastille";"76600";"Le Havre";"FR7652565346842388829486165";"Technicien Qualité";"Qualité";"2021-07-05";"CDD";"1";"True"
"Véronique";"Lefebvre";"veroniquelefebvre@voltaire-analytics.fr";"+33 2 70 93 23 38";"+33 6 92 96 47 92";"1985-02-23";"Antibes";"F";"Française";"285023164810820";"97AP81214";"8617635817";"110 Avenue Foch";"45000";"Orléans";"FR7699718521041590876216424";"Responsable Entrepôt";"Logistique";"2026-01-13";"CDI";"7";"True"
"Pascale";"Deschamps";"pascale-deschamps@voltaire-analytics.fr";"+33 4 40 40 44 99";"+33 6 38 57 93 93";"1965-10-20";"Nancy";"F";"Française";"265106125544336";"87PB22291";"9581566788";"93 Rue de Rivoli";"64100";"Bayonne";"FR7657554416437744123959850";"Directeur de la Stratégie";"Direction Générale";"2026-01-11";"CDI";"37";"True"
"Damien";"Morin";"damienmorin@voltaire-analytics.fr";"+33 4 81 83 99 67";"+33 6 44 92 12 89";"1988-02-22";"Nantes";"M";"Française";"188027302233675";"94LB88507";"5491049499";"129 Boulevard Haussmann";"06000";"Nice";"FR7679551449836219810795860";"Directeur Logistique";"Logistique";"2019-06-13";"Alternance";"48";"True"
"Vincent";"Moreau";"vincent-moreau@voltaire-analytics.fr";"+33 1 21 86 54 44";"+33 6 14 98 91 58";"1996-04-05";"Antibes";"M";"Belge";"196046352666259";"88AQ79827";"9319047176";"52 Boulevard Haussmann";"66000";"Perpignan";"FR7626087296722641399033168";"Rédacteur";"Communication";"2021-10-04";"CDI";"36";"True"
"David";"Legrand";"david.legrand@voltaire-analytics.fr";"+33 2 52 59 72 73";"+33 6 27 54 10 98";"1972-06-11";"Bordeaux";"M";"Française";"172066787235312";"64DN32919";"9887258011";"24 Avenue Victor Hugo";"51100";"Reims";"FR7646604328679803310737773";"Comptable";"Comptabilité";"2017-04-05";"CDI";"32";"True"
"Manon";"Lefebvre";"manonlefebvre@voltaire-analytics.fr";"+33 3 29 11 87 42";"+33 6 33 14 66 86";"1993-07-12";"Limoges";"F";"Française";"293073411537920";"93QO18585";"8958232552";"13 Boulevard de la Marne";"21000";"Dijon";"FR7696836531609158880886927";"Chercheur";"Recherche & Développement";"2017-07-15";"Stage";"42";"True"
"Denise";"Leclerc";"deniseleclerc@voltaire-analytics.fr";"+33 5 72 73 87 87";"+33 6 38 60 47 95";"1969-01-25";"Montpellier";"F";"Française";"269016321647207";"84LO29524";"3897337401";"19 Rue de Rivoli";"29200";"Brest";"FR7686414294754043013225251";"DRH";"Ressources Humaines";"2022-05-26";"Alternance";"5";"True"
"André";"Marchand";"andre-marchand@voltaire-analytics.fr";"+33 2 57 96 15 32";"+33 6 43 61 83 45";"1980-08-29";"Bayonne";"M";"Française";"180083772975087";"23FG28275";"2640427133";"9 Rue des Écoles";"44000";"Nantes";"FR7673451426727788337553417";"Technicien Qualité";"Qualité";"2017-04-28";"CDI";"7";"True"
"Émilie";"Renard";"emilierenard@voltaire-analytics.fr";"+33 2 71 89 31 25";"+33 6 38 24 64 80";"1995-11-21";"Toulouse";"F";"Belge";"295114966605658";"76AT88126";"3684889001";"28 Rue de la Gare";"30000";"Nîmes";"FR7640393197667410413986279";"Administrateur Systèmes";"Informatique";"2023-01-05";"CDI";"36";"True"
"Sébastien";"Renard";"sebastienrenard@voltaire-analytics.fr";"+33 3 93 66 39 79";"+33 6 25 22 38 36";"1984-03-30";"Paris";"M";"Suisse";"184038625758905";"44MF50134";"5662539474";"113 Boulevard de la Marne";"75008";"Paris";"FR7673999119995301630889139";"Rédacteur";"Communication";"2018-08-11";"CDI";"33";"True"
"Amélie";"Berger";"amelie.berger@voltaire-analytics.fr";"+33 1 75 13 95 81";"+33 6 32 82 93 39";"1981-01-04";"Grenoble";"F";"Française";"281010882695368";"27XR46743";"7290739479";"43 Avenue Jean Jaurès";"76000";"Rouen";"FR7677560737436040711533938";"Directeur Juridique";"Juridique";"2026-02-15";"CDI";"50";"True"
"Olivier";"Rolland";"olivier.rolland@voltaire-analytics.fr";"+33 4 12 58 62 63";"+33 6 97 73 17 92";"1964-04-17";"Avignon";"M";"Française";"164049041221908";"39CD85113";"1882267681";"86 Avenue Jean Jaurès";"69001";"Lyon";"FR7638864133504262014818872";"Chef Comptable";"Comptabilité";"2024-06-06";"CDI";"44";"True"
"Georges";"Bernard";"georges.bernard@voltaire-analytics.fr";"+33 4 83 90 93 37";"+33 6 13 63 22 78";"1978-03-05";"Toulouse";"M";"Française";"178030791801554";"46LQ26985";"1589996782";"101 Boulevard Saint-Germain";"69001";"Lyon";"FR7645428688202846221245848";"Chargé de Communication";"Marketing";"2025-06-13";"CDI";"10";"True"
"Sylvie";"Hamon";"sylvie-hamon@voltaire-analytics.fr";"+33 3 27 83 94 87";"+33 6 13 52 38 59";"1968-01-08";"Tours";"F";"Belge";"268018065112388";"26AO30828";"1467979317";"6 Boulevard de la Marne";"76000";"Rouen";"FR7640691511275596352573311";"Directeur Communication";"Communication";"2021-05-17";"CDI";"27";"True"
"Corinne";"Morin";"corinne-morin@voltaire-analytics.fr";"+33 3 67 99 78 20";"+33 6 67 43 47 33";"2002-09-19";"Grenoble";"F";"Française";"202093405794955";"91LC58484";"9864665336";"72 Rue de la Paix";"87000";"Limoges";"FR7683921328442309322167960";"Technicien Laboratoire";"Recherche & Développement";"2023-12-17";"CDI";"48";"True"
"Louis";"François";"louis-francois@voltaire-analytics.fr";"+33 1 48 14 54 90";"+33 6 78 16 59 90";"1982-10-01";"Paris";"M";"Française";"182107407486431";"42ZZ45621";"6570289014";"66 Rue de la Paix";"25000";"Besançon";"FR7616425117761555682078712";"Architecte Cloud";"Informatique";"2019-08-16";"CDI";"23";"True"
